产品名称,产品ID,芯片系列,产品系列,图形芯片,核心工艺,CUDA核心,基础频率,一键OC核心频率,显存频率,显存容量,显存类型,显存位宽,总线标准,3D API,显示接口,外接供电,TDP功耗,图片列表,NVIDIA SLI,数字最大分辨率,多显示器,呼吸灯,风扇调速,风扇智能启停,VGA最大分辨率,水冷头
iGame750 烈焰战神U-Twin-1GD5,148,GeForce® GTX 750,iGame系列,NVIDIA GeForce GTX 750 GPU,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/02/201402121430243181.JPG', 'https://www.colorful.cn/Resource/2014/02/201402121430258937.JPG', 'https://www.colorful.cn/Resource/2014/02/201402121430280933.JPG', 'https://www.colorful.cn/Resource/2014/02/201402121430223369.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804181157532818.jpg']",,4096x2160,,,,,2048x1536,
七彩虹GT740 灵动鲨-2GD5 EA1,216,GeForce® GT 740,七彩虹系列,GeForce GT 740,28nm,384,,,5000MHz,2048M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 12 / OpenGL 4.4,DVI+VGA+HDMI,,64W,"['https://www.colorful.cn/Resource/2016/07/201607071408338950.JPG', 'https://www.colorful.cn/Resource/2016/07/201607071408346594.JPG', 'https://www.colorful.cn/Resource/2016/07/201607071408367030.JPG', 'https://www.colorful.cn/Resource/2016/07/201607071408336298.JPG']",,4096x2160  24Hz,3,,是,,2048x1536,
七彩虹GT740 灵动鲨-1GD5,215,GeForce® GTX 740,七彩虹系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2016/01/201601111038403260.JPG', 'https://www.colorful.cn/Resource/2016/01/201601111038416988.JPG', 'https://www.colorful.cn/Resource/2016/01/201601111038398424.JPG']",,,,,,,,
七彩虹GT740 黄金版-1GD5,214,GeForce® GTX 740,七彩虹系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2015/04/201504031131432541.JPG', 'https://www.colorful.cn/Resource/2015/04/201504031131459685.JPG', 'https://www.colorful.cn/Resource/2015/04/201504031131486206.JPG', 'https://www.colorful.cn/Resource/2015/04/201504031131408829.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT740 灵动鲨-2GD5,212,GeForce® GTX 740,七彩虹系列,GeForce GT 740,28nm,,,,5000MHz,2048M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/09/201409301453575787.JPG', 'https://www.colorful.cn/Resource/2014/09/201409301453587487.JPG', 'https://www.colorful.cn/Resource/2014/09/201409301453591075.JPG', 'https://www.colorful.cn/Resource/2014/09/201409301453581403.JPG']",,DVI 最高输出：2560X1600,,,,,,
战斧GT740-2GD5,213,GeForce® GTX 740,战斧系列,GeForce GT 740,28nm,,,,5000MHz,2048M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/09/201409251107193193.JPG', 'https://www.colorful.cn/Resource/2014/09/201409251107209105.JPG', 'https://www.colorful.cn/Resource/2014/09/201409251107212849.JPG', 'https://www.colorful.cn/Resource/2014/09/201409251107205205.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame740 烈焰战神U-1GD5,210,GEFORCE 700系列,iGame系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407231436373999.JPG', 'https://www.colorful.cn/Resource/2014/07/201407231436382423.JPG', 'https://www.colorful.cn/Resource/2014/07/201407231436371347.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame740 冰封骑士Slim-1GD5,209,GEFORCE 700系列,iGame系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407211414479825.JPG', 'https://www.colorful.cn/Resource/2014/07/201407211414485909.JPG', 'https://www.colorful.cn/Resource/2014/07/201407211414500885.JPG', 'https://www.colorful.cn/Resource/2014/07/201407211414474989.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT740 灵动鲨-2GD3,208,GeForce® GTX 740,七彩虹系列,GeForce GT 740,28nm,,,,1800MHz,2048M,GDDR3,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407150827232882.JPG', 'https://www.colorful.cn/Resource/2014/07/201407150827261274.JPG', 'https://www.colorful.cn/Resource/2014/07/201407150827245986.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame740 烈焰战神X-1GD5,211,GEFORCE 700系列,iGame系列,GeForce GT 740,28nm,,,,5000MHz/5200MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407141533217282.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141533229450.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141533235066.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141533206206.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT740 灵动鲨-1GD5,203,GeForce® GTX 740,七彩虹系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406171943553370.JPG', 'https://www.colorful.cn/Resource/2014/06/201406171943559142.JPG', 'https://www.colorful.cn/Resource/2014/06/201406171943567098.JPG', 'https://www.colorful.cn/Resource/2014/06/201406171943573026.JPG', 'https://www.colorful.cn/Resource/2014/06/201406171943577706.PNG']",,DVI 最高输出：2560X1600,,,,,,
网驰GT740-1GD5 Green,206,GeForce® GTX 740,网驰系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406131021266160.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131021282852.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131021288780.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131021276300.JPG']",,DVI 最高输出：2560X1600,,,,,,
网驰GT740-1GD5,207,GeForce® GTX 740,网驰系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406090952319339.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090952344767.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090952352723.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090952333691.JPG']",,DVI 最高输出：2560X1600,,,,,,
战斧GT740-1GD5,204,GeForce® GTX 740,战斧系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406091005495670.JPG', 'https://www.colorful.cn/Resource/2014/06/201406091005517042.JPG', 'https://www.colorful.cn/Resource/2014/06/201406091005520942.JPG', 'https://www.colorful.cn/Resource/2014/06/201406091005500506.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame740 烈焰战神U-Twin-2GD5,205,GEFORCE 700系列,iGame系列,GeForce GT 740,28nm,,,,5000MHz,2048M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406090938099669.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090938105753.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090938111369.JPG', 'https://www.colorful.cn/Resource/2014/06/201406090938093117.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame740 烈焰战神U-Twin-1GD5,202,GEFORCE 700系列, iGame系列,GeForce GT 740,28nm,,,,5000MHz,1024M,GDDR5,128BIT,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/05/201405291528551988.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291528580069.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291528599881.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291529020941.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹 GeForce GT730K 黄金版-4GD5,1528,GeForce® GT 730,七彩虹系列,GeForce GT 730,28,384,902MHz,,5000MHZ,4096M,GDDR5,64Bit,PCI-E X8(2.0),DirectX 12 / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/AttachFile/201803021124586557.JPG', 'https://www.colorful.cn/uploads/AttachFile/201803021125028365.JPG', 'https://www.colorful.cn/uploads/AttachFile/201803021125074385.JPG', 'https://www.colorful.cn/uploads/AttachFile/201803021125141465.JPG']",,,,,,,,
七彩虹 GeForce GT730K 黄金版-2GD5 V2 EA1,1525,GeForce® GT 730,七彩虹系列, GT730 ,28nm ,384,902,,5000MHZ,2GB,GDDR5,64Bit, PCI-E X8(2.0)  ,DirectX 12 / OpenGL 4.34,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/photo/2018/01/201801151542067792.JPG', 'https://www.colorful.cn/uploads/photo/2018/01/201801151542118181.JPG', 'https://www.colorful.cn/uploads/photo/2018/01/201801151542154841.JPG', 'https://www.colorful.cn/uploads/photo/2018/01/201801151542194777.JPG']",,2560x1600 ,3,,,,2048x1536,
七彩虹 GeForce GT730K 黄金版-2GD5 V2 MA1,1517,GeForce® GT 730,七彩虹系列,GT730, 28nm , 384 ,902MHz,,5000MHZ,2GB,GDDR5,64Bit, PCI-E X8(2.0) , DirectX 12 / OpenGL 4.34,DVI+VGA+HDMI,6pin,,"['https://www.colorful.cn/uploads/AttachFile/201712181110018718.JPG', 'https://www.colorful.cn/uploads/AttachFile/201712181110067078.JPG', 'https://www.colorful.cn/uploads/AttachFile/201712181110112942.JPG']",, 2560x1600 ,3,,,,2048x1536,
七彩虹GT730K 灵动鲨-2GD5 V2,249,GeForce® GT 730,七彩虹系列,GeForce GT730,28nm,384,,,5000MHZ,2048M,GDDR5,64B,PCI-E X16(2.0),DirectX 12/OpenGL 4.4,DVI+VGA+HDMI,6PIN,,"['https://www.colorful.cn/Resource/2016/09/201609181417337712.JPG', 'https://www.colorful.cn/Resource/2016/09/201609181417342704.JPG', 'https://www.colorful.cn/Resource/2016/09/201609181417350348.JPG', 'https://www.colorful.cn/Resource/2016/09/201609181417335060.JPG']",,2560x1600,3,,是,,2048x1536,
七彩虹GT730K 黄金版-1GD3 V8,248,GeForce® GTX 730,七彩虹系列,GT730,28nm,384,,,1600MHZ,1024M,GDDR3,64bit,PCI-E X8(2.0),DirectX 12 / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2016/06/201606031749379226.JPG', 'https://www.colorful.cn/Resource/2016/06/201606031749385778.JPG', 'https://www.colorful.cn/Resource/2016/06/201606031749392018.JPG', 'https://www.colorful.cn/Resource/2016/06/201606031749373766.JPG']",,2560x1600,3,,,,2048x1536,
七彩虹GT730K 黄金版-1GD5 V9,246,GeForce® GTX 730,七彩虹系列,GTX  730,28nm,384,,,5000MHZ,1024M,GDDR5,64B,PCI-E X8(2.0),DirectX 12 / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2016/05/201605161729471680.JPG', 'https://www.colorful.cn/Resource/2016/05/201605161729477608.JPG', 'https://www.colorful.cn/Resource/2016/05/201605161729482756.JPG', 'https://www.colorful.cn/Resource/2016/05/201605161729465128.JPG']",/,2560X1600,3,,,,2048x1536,
七彩虹GT730K 黄金版-2GD3 V5,247,GeForce® GTX 730,七彩虹系列,GT730,28nm,384,,1600MHZ,,2048M,GDDR3,64B,PCI-E X8(2.0),DirectX 12  / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/AttachFile/201804181410595130.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181410596222.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181410599186.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181411000122.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181411000590.jpg']",,2560x1600,3,,,,2048x1536,
七彩虹GT730K 白金版-2GD5,245,GeForce® GTX 730,七彩虹系列,GT730,28nm,384,,,5000MHZ,2048M,GDDR5,64B,PCI-E X8(2.0),DirectX 12 / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2016/04/201604121705320402.JPG', 'https://www.colorful.cn/Resource/2016/04/201604121705334598.JPG', 'https://www.colorful.cn/Resource/2016/04/201604121705341930.JPG', 'https://www.colorful.cn/Resource/2016/04/201604121705326174.JPG']",,2560x1600,3,否,是,否,2048x1536,否
七彩虹GT730K 黄金版-2GD3 V3,244,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1600MHZ,2048M,GDDR3,64B,PCI-E X8(2.0),DirectX 12  / OpenGL 4.4,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2016/03/201603211537062384.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211537070964.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211537079076.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211537055208.JPG']",,2560x1600,3,,,,2048x1536,
七彩虹GT730K 黄金版-2GD3 V2,243,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1600MHZ,2048M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2015/12/201512301626093750.JPG', 'https://www.colorful.cn/Resource/2015/12/201512301626102174.JPG', 'https://www.colorful.cn/Resource/2015/12/201512301626080178.JPG']",,,,,,,,
七彩虹GT730K 黄金版-1GD3 V6,242,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1600MHZ,1024M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2015/09/201509061034408544.JPG', 'https://www.colorful.cn/Resource/2015/09/201509061034413380.JPG', 'https://www.colorful.cn/Resource/2015/09/201509061034424144.JPG', 'https://www.colorful.cn/Resource/2015/09/201509061034436936.JPG', 'https://www.colorful.cn/Resource/2015/09/201509061034357687.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-2GD5 V3,241,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,5000MHZ,2048M,GDDR5,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2015/08/201508111420398504.JPG', 'https://www.colorful.cn/Resource/2015/08/201508111420404900.JPG', 'https://www.colorful.cn/Resource/2015/08/201508111420387584.JPG']",,DVI 最高输出：2560X1600,,,,,,
战斧GT730K-2GD5,239,GeForce® GTX 730,战斧系列,GT730,28nm,,,,5000MHZ,2048M,GDDR5,64BIT,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2015/04/201504241516125651.JPG', 'https://www.colorful.cn/Resource/2015/04/201504241516138755.JPG', 'https://www.colorful.cn/Resource/2015/04/201504241516159347.JPG']",,DVI 最高输出：2560X1600,,,,,,
战斧GT730K-2GD5 V2,240,GeForce® GTX 730,战斧系列,GT730,28nm,,,,5000MHZ,2048M,GDDR5,64BIT,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2015/04/201504241514329741.JPG', 'https://www.colorful.cn/Resource/2015/04/201504241514350177.JPG', 'https://www.colorful.cn/Resource/2015/04/201504241514374045.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-2GD5,238,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,5000MHZ,2G,GDDR5,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2015/02/201502100906441026.JPG', 'https://www.colorful.cn/Resource/2015/02/201502100906449607.JPG', 'https://www.colorful.cn/Resource/2015/02/201502100906431510.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 黄金版-1GD3 EB1,237,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1000MHZ,1024M,GDDR3,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/12/201412031640207494.JPG', 'https://www.colorful.cn/Resource/2014/12/201412031640279410.JPG', 'https://www.colorful.cn/Resource/2014/12/201412031640233702.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 灵动鲨-1GD3 V3 MA1,235,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1600MHZ,1024M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/11/201411101520133269.JPG', 'https://www.colorful.cn/Resource/2014/11/201411101520150117.JPG', 'https://www.colorful.cn/Resource/2014/11/201411101520142785.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-1GD3 V2,236,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1600MHZ,1024M,DDR3,64B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/AttachFile/201804181420044376.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181420044532.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804181420044688.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 灵动鲨-2GD5,234,GeForce® GT 730,七彩虹系列,GT730,28nm,,,,5000MHZ,2048M,GDDR5,64B,PCI-E X16(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/10/201410141418148388.JPG', 'https://www.colorful.cn/Resource/2014/10/201410141418167732.JPG', 'https://www.colorful.cn/Resource/2014/10/201410141418177716.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 灵动鲨-1GD3 V2,232,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1800MHZ,1024M,GDDR3,64B,PCI-E X16(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/09/201409281025528471.JPG', 'https://www.colorful.cn/Resource/2014/09/201409281025540951.JPG', 'https://www.colorful.cn/Resource/2014/09/201409281025534243.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-1GD5 V3,233,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1800MHZ,1024M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/09/201409101633468931.JPG', 'https://www.colorful.cn/Resource/2014/09/201409101633486247.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804200912418259.jpg']",,DVI 最高输出：2560X1600,,,,,,
战斧GT730K-Twin-1GD5,229,GeForce® GTX 730,战斧系列,GT730,28nm,,,,5000MHZ,1024M,GDDR5,64BIT,PCI-E X16(2.0),DirectX 11.2 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/08/201408271012509736.JPG', 'https://www.colorful.cn/Resource/2014/08/201408271012525024.JPG', 'https://www.colorful.cn/Resource/2014/08/201408271012520032.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-1GD5 V2,230,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,5000MHZ,1024M,GDDR5,64B,PCI-E X16(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/AttachFile/201804200916000866.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804200916002270.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804200916005858.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 黄金版-1GD3,227,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1000MHZ,1024M,GDDR3,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/08/201408250819280051.JPG', 'https://www.colorful.cn/Resource/2014/08/201408250819285199.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804200919118890.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 灵动鲨-1GD5,223,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,3200MHZ,1024M,GDDR5,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407141705114651.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141705128067.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141705135712.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141705121983.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-1GD3 EA1,231,,,,,,,,,,,,,,,,,"['https://www.colorful.cn/Resource/2014/08/201408121511249859.JPG', 'https://www.colorful.cn/Resource/2014/08/201408121511269983.JPG', 'https://www.colorful.cn/Resource/2014/08/201408121511264367.JPG']",,,,,,,,
七彩虹GT730K 黄金版-1GD5,228,GeForce® GTX 730,七彩虹系列,NVIDIA GeForce GT730 GPU,28nm,,,,5000MHZ,1024M,GDDR5,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/08/201408082047183193.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082047224065.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082047216889.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K灵动鲨 2GD3,220,GeForce® GTX 730,七彩虹系列,NVIDIA GeForce GT730 GPU,28nm,,,,1800MHZ,2048M,GDDR3,64B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/uploads/AttachFile/201804200926521054.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804200926521834.jpg', 'https://www.colorful.cn/uploads/AttachFile/201804200926525110.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 灵动鲨-1GD5,226,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,5000MHZ,1024M,GDDR5,64B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407211613316051.JPG', 'https://www.colorful.cn/Resource/2014/07/201407211613329935.JPG', 'https://www.colorful.cn/Resource/2014/07/201407211613325099.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-2GD3,219,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1800MHZ,2048M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407150811037267.JPG', 'https://www.colorful.cn/Resource/2014/07/201407150811053804.JPG', 'https://www.colorful.cn/Resource/2014/07/201407150811042572.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 黄金版-2GD3,224,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1000MHZ,2048M,GDDR3,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407141647391292.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141647402992.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141647398156.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 黄金版-1GD3,222,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1000MHZ,1024M,GDDR3,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407141621465136.JPG', 'https://www.colorful.cn/Resource/2014/07/201407141621481205.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804200924007079.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730K 黄金版-1GD3,221,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1800MHZ,1024M,GDDR3,64B,PCI-E X8(2.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407041156571700.JPG', 'https://www.colorful.cn/Resource/2014/07/201407041157002433.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804200925039504.jpg']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GT730 灵动鲨-2GD3,225,GeForce® GTX 730,七彩虹系列,GT730,28nm,,,,1000MHZ,2048M,GDDR3,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,DVI+VGA+HDMI,,,"['https://www.colorful.cn/Resource/2014/07/201407041144015799.JPG', 'https://www.colorful.cn/Resource/2014/07/201407041144029527.JPG', 'https://www.colorful.cn/Resource/2014/07/201407041144024067.JPG']",,DVI 最高输出：2560X1600,,,,,,
