产品名称,CPU,CPU型号,CPU主频,最高睿频,操作系统,屏幕尺寸,物理分辨率,屏幕类型,内存容量,内存类型,内存频率,硬盘类型,硬盘容量,显卡类型,显示芯片,显存容量,显存类型,光驱类型,USB3.0,USB2.0,视频接口,音频接口,读卡器,type-c 接口,无线网卡,摄像头,键盘描述,尺寸,预装软件,图片列表,电池,重量,蓝牙,电源适配器,颜色,核心数,显示比例,RJ45(以太网口),杜比音效,扬声器,麦克风,指取设备,型号,USB3.1,其他接口,JBL音响,接口类型,硬盘转速,三级缓存,ThunderBolt 3.0,有线网卡,指纹识别,保修政策,质保时间,质保备注,内存插槽数量,外壳材质A面,摄像头像素,触控屏,增值服务,续航时间,外壳材质D面,内存最大支持容量
ThinkPad E580 笔记本电脑 20KSA001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.6英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘,1TB,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约19.9 x 369 x 252mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/01/14/UI5wZJsqjcJo7pEB23jjSLpUU-8757.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/uLrUlym9lYEwMNaMJVEQmIE5m-1070.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/edJJLtmU8B2JdWDlKlN7FqgLJ-1180.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/KpbAvL6hHJeBtsFrVmlgNXtpj-0201.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/XOtu0d9a1gQuV1ceQyrf8MPxi-1029.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/15/LHzwrgprEE0wG1pD2PSzC0SL1-3281.w84.jpg']",45Wh,约2.12kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,金属,,,,,,
ThinkPad E580 笔记本电脑 20KS002KCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.6英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,背光键盘,约19.9 x 369 x 252mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/01/14/UI5wZJsqjcJo7pEB23jjSLpUU-8757.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/uLrUlym9lYEwMNaMJVEQmIE5m-1070.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/edJJLtmU8B2JdWDlKlN7FqgLJ-1180.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/KpbAvL6hHJeBtsFrVmlgNXtpj-0201.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/XOtu0d9a1gQuV1ceQyrf8MPxi-1029.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/15/LxNj9RelITswcwyyRjSqhu5Ad-1856.w84.jpg']",45Wh,约2.12kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,8MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,金属,,,,,,
ThinkPad T470p 笔记本电脑 JS_20J6A01BCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,,无光驱,3个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/08/18/U2JbDCQw5GReN64YTkZiXhfaU-5776.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/18/w2qgrtrzZdM9pssTZgu0c2gE6-2440.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/18/CfLdnPw6pdIOhs6RF2ty8gCp7-2514.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/18/ZY53XCNCANzWaFCG5MqMEXAHN-9628.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/18/HpSM0RDXviPvh5uioIf3f3ggS-6516.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/18/EVmiXoC1QOwr7bw4fHR695uJu-8805.w84.jpg']",47Whr,,BT4.1,,黑色,四核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,, 5400rpm,6MB,,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,玻璃纤维混合材料,,不支持,,具体时间视使用环境而定,玻璃纤维混合材料,
ThinkPad T470 笔记本电脑 JS_20HDA007CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2133MHz,机械硬盘+固态硬盘,500GB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,,无光驱,3个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/06/27/TnzqFTDNutfXYFrWhRzw9AB9M-9693.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/06/27/nMzKhdQaydkkZD8P2N2cKkcCc-3065.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/06/27/Elzo2M5XW850sQoRwNgDkCKwj-6295.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/06/27/LJWK4cCBqHeGb8mxZ6vdeNrgv-9453.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/06/27/P2CKnAlhkimbXLOLzk8GwaI4H-2549.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/06/27/3oyrK9Qf7IUDAwX0osk5P5Rbj-1953.w84.jpg']",3芯内置＋3芯外置,1.63kg,BT4.1,100-240V自适应交流电源适配器,黑色,双核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,玻璃纤维混合材料,,不支持,,具体时间视使用环境而定,玻璃纤维混合材料,
ThinkPad E470 笔记本电脑 20H1001WCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7GHz,3.5GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,独立显卡, NVIDIA GeForce 940MX,2GB,,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,,QCA AC,720p HD 摄像头,全尺寸键盘,,,"['//p3.lefile.cn/product/adminweb/2016/12/26/dpGoifmWgHc8zVmcy74HaRJU6-8119.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/12/26/rcFNSlGQrACzDO7cerhu6HgQs-2815.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/12/26/ll4rtkZI8PrLh6tl8YmZUyp5X-6752.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/12/26/7YEGmdSOFHdFmMsoYJ27nXN85-0575.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/12/26/9OKdMvmDkTbvgfjse4VMq9cQI-4837.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/12/26/L5P5Wjc94tZYTf7zpCBv9Nf6E-1030.w84.jpg']",45Wh,1.9kg,BT4.1,,石墨黑,,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad E470 笔记本电脑 JS_20H1A01GCD, 第七代Kabylake智能英特尔® 酷睿™ i3 处理器,,2.4GHz,, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,LED背光显示屏,4GB,DDR4,2133MHz,SSD固态硬盘,256GB,独立显卡, NVIDIA Geforce 920MX,2GB,,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,,,720p HD 摄像头,全尺寸键盘,,,"['//p3.lefile.cn/product/adminweb/2018/04/04/HVqqzsAUub2knc0vueNBmbW0g-7792.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/04/giftjmaZLYGWurS5mnB0NybWi-1502.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/04/04/OHbiWmWJdeEXBG236haB02CMh-4778.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/04/04/U3EcvJU2e7s46YfYDAKfYemU8-8690.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/04/04/7iBAp14I9zBSY6KLBbhP8lq2R-2066.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/04/04/C6a4SrdENmEhFP2ZhWp4zwKYA-5279.w84.jpg']",,,BT4.1,,,双核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,7200rpm,3MB,,有,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS材质,,不支持,,,ABS材质,
ThinkPad E470 笔记本电脑 JS_20H1A01FCD, 第七代Kabylake智能英特尔® 酷睿™ i3 处理器,,2.4GHz,, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,,LED背光显示屏,4GB,DDR4,2400Mhz,机械硬盘,500GB,独立显卡, NVIDIA Geforce 920M,2GB,,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,,有,720p HD 摄像头,全尺寸键盘,,,"['//p2.lefile.cn/product/adminweb/2017/12/01/0Hly2B00gzP8VU7ot0ENxJCLq-5134.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/01/RabAxUhT97DCmgmuUXgQhMMLb-9162.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/01/4gRh552HfNhjKiaQYKndTWuDs-6032.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/01/YiPYQHrzZIbJIufFDhcul8vEY-9877.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/01/MS3FFQzE308GQHXEDLx5xaKr7-3827.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/01/Tl5dT7VbIdQuUdL5LpK50Abxp-7541.w84.jpg']",3芯,,BT4.1,,黑色,双核,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,7200rpm,3MB,,有,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS材质,,,,具体时间视使用环境而定,ABS材质,
ThinkPad X1 Carbon 2018 笔记本电脑 20KH0009CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,2133MHz,SSD固态硬盘,256GB,集成显卡,英特尔® UHD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,约15.95mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/02/28/LvEcMKelSo6jVUI5WWpdaJZun-3411.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/DQv7vbSJJewePm51OdXG5iqo9-5037.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/1RJHsYzBTyDeTUlLCGgnQxFjs-5288.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/YIpkKgaQB2UKxObHYcquOCIJu-4835.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/KaEGcOkSZi55Qc5guwb20lFRD-6255.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/T4Y0OTcsZ7LyCqihItZrjwtFN-6241.w84.jpg']",57Wh,约1.13kg,BT4.1,65W,黑色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,6MB,2个,,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad X270 笔记本电脑 20HNA002CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),12.5英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 620显示芯片,,,,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,Intel 8265AC,720p HD 摄像头,全尺寸键盘,305.5*208.5*20.3,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/04/06/n7dsQCBPyTTINnD1Nc8KFNwE5-7538.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/06/qnP3Nd4fATzFvEhdnGJVSYA6T-1573.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/04/06/kqED4sQEy4w0jAfMEi9uAGhYT-5472.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/06/71CTkiQTHz7wgXnJupOV2SXAJ-9262.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/06/9T75YBZcmmKvyZsbTbHPOLbV6-2766.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/06/23/I8Chfmyd0FMFY60YFnRHqHTcF-8078.w84.jpg']",内置23.2Whr+后置23.2Whr,约1.4kg,BT4.1,65W,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad X270 笔记本电脑 JS_20HNA048CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7GHz,3.5GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),12.5英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/03/22/ayTCj1qM8AaW3YRlpp3V14lIB-3651.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/tUxhJZXVPb0Vu4qMa04oUXMRV-4148.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/yiA252SCot9Bc7FPzHsiUPRGg-7413.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/22/0cCeCMgJQwennwAI3txN7zaP5-0765.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/rOVQy21uK45FoC1Il9l4c4t4K-7537.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/0vM6RVIKmj1HTjKa2gHZrIvJx-0315.w84.jpg']",3芯内置＋3芯后置,,BT4.1,45W,黑色,双核,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,4MB,,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,1,玻璃纤维混合材料,,不支持,,,玻璃纤维混合材料,
ThinkPad X270 笔记本电脑 20HNA050CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),12.5英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/03/22/jNl7apYhCdk7CbsyutLevP7TM-5107.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/22/68eSKuN91qKekKyWKIjCUDb8R-8671.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/PNhUpaM9btjWO0LU17XTcjoch-9038.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/3t4BJamZ1pJiRqvgtyzHh4vhz-1925.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/cG5oy13l56UjiA74Ys1FzcPQo-5731.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/Tpo9rK6NOpUMjaMCDtyl8PwYN-2731.w84.jpg']",3芯内置＋3芯后置,,BT4.1,,黑色,双核,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,1,玻璃纤维混合材料,,不支持,,具体时间视使用环境而定,玻璃纤维混合材料,
ThinkPad New S2 2018 银色 20L1A001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),13.3英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,集成显卡,英特尔® UHD 620显示芯片,,,,2个,,HDMI,耳机、麦克风二合一接口,Micro SD,2个,Intel 8265AC,720p HD 摄像头,全尺寸背光键盘,约18.8mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/03/01/RIj3WC6vXCZ2cbRG7acD8dVBs-5826.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/xjpyV0DqESIbAOKgEm6BVgaO9-5305.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/k5XVScyIZDjD3m2dPOUzOTDDs-5408.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/NMrIAzx6WJ6uvPCt8zBJq3kKI-5456.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/2HeBJynHAnL9Psiv5iToRBOlA-3511.w84.jpg']",45Wh,约1.46kg,BT4.1,65W,银色,,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad X1 Carbon 2018 笔记本电脑 20KH000JCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,2133MHz,SSD固态硬盘,512GB,集成显卡,英特尔® UHD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,约15.95mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/02/28/LvEcMKelSo6jVUI5WWpdaJZun-3411.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/DQv7vbSJJewePm51OdXG5iqo9-5037.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/1RJHsYzBTyDeTUlLCGgnQxFjs-5288.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/YIpkKgaQB2UKxObHYcquOCIJu-4835.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/KaEGcOkSZi55Qc5guwb20lFRD-6255.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/s9FMG5Hi4jsirlXW3hr123Ur4-0129.w84.jpg']",57Wh,约1.13kg,BT4.1,65W,黑色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,8MB,2个,,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad New S2 2017 笔记本电脑 银色 20J3A002CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),13.3英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,核芯显卡, 英特尔® HD 620显示芯片,,,,3个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,QCA AC,720p HD 摄像头,背光键盘,,,"['//p4.lefile.cn/product/adminweb/2016/12/11/LSYLKVVX8jyEKlke7hpgcCg2q-5815.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/12/11/7itOykPAsyd1vbyIRh1azvpOo-0777.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/12/11/BjP0knyx4ncg2ubtQTHBnMVkA-5630.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/12/11/MaD0TpX97WkGFqZpATgPHJgdT-0933.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/12/11/Ar6z6hNOtUMLyLQJc546LS88q-5054.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/12/26/tx1WTSsJJ589aYnl83W0RK1D2-8581.w84.jpg']",42Whr,,BT4.1,,银色,,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad X1 Carbon 2017 笔记本 20HRA007CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,1866MHz,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,15.95mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/04/14/oYXhLVxRP5AkxqXEX3x9yTnSJ-0345.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/14/Yhz0QnKxbQ1pyGhoS0UJGnmuv-4655.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/04/14/cvHm1vHMfRYrxjat0MNHcJn5v-9360.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/04/14/I2jDXpUDFXycVm2eO6Kt2WwGV-3165.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/04/14/hlTbUzpoWCOj3twV25pd23Vuh-6919.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/03/07/h8K9KHGVGd8dGAG2sNeNntaDG-1685.w84.jpg']",57Wh,1.13kg,BT4.1,,,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,Mini以太网转接口,,,,3MB,2个,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad X270 笔记本电脑 JS_20HNA04HCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),12.5英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,机械硬盘+固态硬盘,1TB+128GB SSD,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/03/22/3cut7JOehWAxc6zm0mV6YOFDC-9298.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/xMFP5va0mxTp7pVTVXjIO6Fbs-2410.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/txOeSEIApN1XVvtSiIGfZlYbG-3631.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/22/3fH9qWZPDHouXT6WESwdwXcaq-0417.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/22/sqZFVT3Sl2ARsqc7ewtdMTSXq-6504.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/2EToVs514UipyRvkIPml7WTJi-7126.w84.jpg']",3芯内置＋3芯外置,,BT4.1,45W,黑色,双核,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,1,玻璃纤维混合材料,,不支持,,具体时间视使用环境而定,玻璃纤维混合材料,
ThinkPad X1 Carbon 2018 笔记本电脑 20KH0025CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,2133MHz,SSD固态硬盘,256GB,集成显卡,英特尔® UHD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,约15.95mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/02/28/smzUvS9iBEVRT1k47T9u2QzSM-7769.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/OCiEE4dRVPC3Icpq8gm4mae1f-1145.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/IuIsV3kdJZmWcTeL0350HUHBA-1275.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/sHM2z9g3jvyBZCChlWvosR1qe-9149.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/7AxCpjthj7WGceabdIBzDjphX-0543.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/YEKPeyPnl6FJ8h8hsQl0edMle-7722.w84.jpg']",57Wh,约1.13kg,BT4.1,65W,银色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,6MB,2个,,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
